date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:10:44	21591/21591	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2006:33:33%20GMT	http://www.w3schools.com/html/tryit.asp?filename=tryhtml_script_styles	www.w3schools.com/html/tryit619f.html	(from http://www.w3schools.com/html/html_scripts.asp)
13:10:45	21663/21663	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2007:23:00%20GMT	http://www.w3schools.com/html/tryit.asp?filename=tryhtml_script_attribute	www.w3schools.com/html/tryitccc1.html	(from http://www.w3schools.com/html/html_scripts.asp)
13:10:45	21534/21534	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2007:38:32%20GMT	http://www.w3schools.com/html/tryit.asp?filename=tryhtml_noscript	www.w3schools.com/html/tryit80c0.html	(from http://www.w3schools.com/html/html_scripts.asp)
13:10:46	76623/76623	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2007:40:45%20GMT	http://www.w3schools.com/html/exercise.asp?filename=exercise_scripts1	www.w3schools.com/html/exercise3127.html	(from http://www.w3schools.com/html/html_scripts.asp)
13:10:46	76663/76663	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2007:40:45%20GMT	http://www.w3schools.com/html/exercise.asp?filename=exercise_scripts2	www.w3schools.com/html/exercise3a4b.html	(from http://www.w3schools.com/html/html_scripts.asp)
13:10:47	76882/76882	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2007:40:46%20GMT	http://www.w3schools.com/html/exercise.asp?filename=exercise_scripts3	www.w3schools.com/html/exercise23c3.html	(from http://www.w3schools.com/html/html_scripts.asp)
13:10:47	76802/76802	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2007:40:46%20GMT	http://www.w3schools.com/html/exercise.asp?filename=exercise_scripts4	www.w3schools.com/html/exercised3b2.html	(from http://www.w3schools.com/html/html_scripts.asp)
13:10:48	21484/21484	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2006:38:26%20GMT	http://www.w3schools.com/html/tryit.asp?filename=tryhtml_head_title	www.w3schools.com/html/tryit7501.html	(from http://www.w3schools.com/html/html_head.asp)
13:10:48	21469/21469	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2006:46:40%20GMT	http://www.w3schools.com/html/tryit.asp?filename=tryhtml_head_style	www.w3schools.com/html/tryit2966.html	(from http://www.w3schools.com/html/html_head.asp)
13:10:48	21400/21400	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2007:03:59%20GMT	http://www.w3schools.com/html/tryit.asp?filename=tryhtml_head_link	www.w3schools.com/html/tryit0343.html	(from http://www.w3schools.com/html/html_head.asp)
13:10:49	21506/21506	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2006:53:25%20GMT	http://www.w3schools.com/html/tryit.asp?filename=tryhtml_head_meta	www.w3schools.com/html/tryit43c5.html	(from http://www.w3schools.com/html/html_head.asp)
13:10:49	21536/21536	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2007:22:20%20GMT	http://www.w3schools.com/html/tryit.asp?filename=tryhtml_head_script	www.w3schools.com/html/tryit0896.html	(from http://www.w3schools.com/html/html_head.asp)
